date,Approving,Disapproving,Unsure/NoData,party
2003-01-21,58.0,36.0,6.0,R
2003-01-22,58.0,36.0,6.0,R
2003-01-13,61.0,34.0,5.0,R
2003-01-14,61.0,34.0,5.0,R
2003-01-15,61.0,34.0,5.0,R
2003-01-16,61.0,34.0,5.0,R
2003-01-10,58.0,37.0,5.0,R
2003-01-11,58.0,37.0,5.0,R
2003-01-12,58.0,37.0,5.0,R
2003-01-03,63.0,32.0,5.0,R
2003-01-04,63.0,32.0,5.0,R
2003-01-05,63.0,32.0,5.0,R
2002-12-19,61.0,32.0,7.0,R
2002-12-20,61.0,32.0,7.0,R
2002-12-21,61.0,32.0,7.0,R
2002-12-22,61.0,32.0,7.0,R
2002-12-16,63.0,33.0,4.0,R
2002-12-17,63.0,33.0,4.0,R
2002-12-09,63.0,32.0,5.0,R
2002-12-10,63.0,32.0,5.0,R
2002-12-05,64.0,29.0,7.0,R
2002-12-06,64.0,29.0,7.0,R
2002-12-07,64.0,29.0,7.0,R
2002-12-08,64.0,29.0,7.0,R
2002-11-22,65.0,28.0,7.0,R
2002-11-23,65.0,28.0,7.0,R
2002-11-24,65.0,28.0,7.0,R
2002-11-11,66.0,26.0,8.0,R
2002-11-12,66.0,26.0,8.0,R
2002-11-13,66.0,26.0,8.0,R
2002-11-14,66.0,26.0,8.0,R
2002-11-08,68.0,27.0,5.0,R
2002-11-09,68.0,27.0,5.0,R
2002-11-10,68.0,27.0,5.0,R
2002-10-31,63.0,29.0,8.0,R
2002-11-01,63.0,29.0,8.0,R
2002-11-02,63.0,29.0,8.0,R
2002-11-03,63.0,29.0,8.0,R
2002-10-21,67.0,28.0,5.0,R
2002-10-22,67.0,28.0,5.0,R
2002-10-14,62.0,31.0,7.0,R
2002-10-15,62.0,31.0,7.0,R
2002-10-16,62.0,31.0,7.0,R
2002-10-17,62.0,31.0,7.0,R
2002-10-03,67.0,28.0,5.0,R
2002-10-04,67.0,28.0,5.0,R
2002-10-05,67.0,28.0,5.0,R
2002-10-06,67.0,28.0,5.0,R
2002-09-23,68.0,26.0,6.0,R
2002-09-24,68.0,26.0,6.0,R
2002-09-25,68.0,26.0,6.0,R
2002-09-26,68.0,26.0,6.0,R
2002-09-20,66.0,30.0,4.0,R
2002-09-21,66.0,30.0,4.0,R
2002-09-22,66.0,30.0,4.0,R
2002-09-13,70.0,26.0,4.0,R
2002-09-14,70.0,26.0,4.0,R
2002-09-15,70.0,26.0,4.0,R
2002-09-16,70.0,26.0,4.0,R
2002-09-05,66.0,30.0,4.0,R
2002-09-06,66.0,30.0,4.0,R
2002-09-07,66.0,30.0,4.0,R
2002-09-08,66.0,30.0,4.0,R
2002-09-02,66.0,29.0,5.0,R
2002-09-03,66.0,29.0,5.0,R
2002-09-04,66.0,29.0,5.0,R
2002-08-19,65.0,28.0,7.0,R
2002-08-20,65.0,28.0,7.0,R
2002-08-21,65.0,28.0,7.0,R
2002-08-05,68.0,26.0,6.0,R
2002-08-06,68.0,26.0,6.0,R
2002-08-07,68.0,26.0,6.0,R
2002-08-08,68.0,26.0,6.0,R
2002-07-29,71.0,23.0,6.0,R
2002-07-30,71.0,23.0,6.0,R
2002-07-31,71.0,23.0,6.0,R
2002-07-26,69.0,26.0,5.0,R
2002-07-27,69.0,26.0,5.0,R
2002-07-28,69.0,26.0,5.0,R
2002-07-22,69.0,24.0,7.0,R
2002-07-23,69.0,24.0,7.0,R
2002-07-24,69.0,24.0,7.0,R
2002-07-09,73.0,21.0,6.0,R
2002-07-10,73.0,21.0,6.0,R
2002-07-11,73.0,21.0,6.0,R
2002-07-05,76.0,18.0,6.0,R
2002-07-06,76.0,18.0,6.0,R
2002-07-07,76.0,18.0,6.0,R
2002-07-08,76.0,18.0,6.0,R
2002-06-28,76.0,19.0,5.0,R
2002-06-29,76.0,19.0,5.0,R
2002-06-30,76.0,19.0,5.0,R
2002-06-21,73.0,21.0,6.0,R
2002-06-22,73.0,21.0,6.0,R
2002-06-23,73.0,21.0,6.0,R
2002-06-17,74.0,20.0,6.0,R
2002-06-18,74.0,20.0,6.0,R
2002-06-19,74.0,20.0,6.0,R
2002-06-07,74.0,18.0,8.0,R
2002-06-08,74.0,18.0,8.0,R
2002-06-03,70.0,23.0,7.0,R
2002-06-04,70.0,23.0,7.0,R
2002-06-05,70.0,23.0,7.0,R
2002-06-06,70.0,23.0,7.0,R
2002-05-28,77.0,17.0,6.0,R
2002-05-29,77.0,17.0,6.0,R
2002-05-20,76.0,17.0,7.0,R
2002-05-21,76.0,17.0,7.0,R
2002-05-22,76.0,17.0,7.0,R
2002-05-06,76.0,19.0,5.0,R
2002-05-07,76.0,19.0,5.0,R
2002-05-08,76.0,19.0,5.0,R
2002-05-09,76.0,19.0,5.0,R
2002-04-29,77.0,20.0,3.0,R
2002-04-30,77.0,20.0,3.0,R
2002-05-01,77.0,20.0,3.0,R
2002-04-22,77.0,17.0,6.0,R
2002-04-23,77.0,17.0,6.0,R
2002-04-24,77.0,17.0,6.0,R
2002-04-08,75.0,20.0,5.0,R
2002-04-09,75.0,20.0,5.0,R
2002-04-10,75.0,20.0,5.0,R
2002-04-11,75.0,20.0,5.0,R
2002-04-05,76.0,19.0,5.0,R
2002-04-06,76.0,19.0,5.0,R
2002-04-07,76.0,19.0,5.0,R
2002-03-22,79.0,17.0,4.0,R
2002-03-23,79.0,17.0,4.0,R
2002-03-24,79.0,17.0,4.0,R
2002-03-18,79.0,16.0,5.0,R
2002-03-19,79.0,16.0,5.0,R
2002-03-20,79.0,16.0,5.0,R
2002-03-08,80.0,14.0,6.0,R
2002-03-09,80.0,14.0,6.0,R
2002-03-04,77.0,18.0,5.0,R
2002-03-05,77.0,18.0,5.0,R
2002-03-06,77.0,18.0,5.0,R
2002-03-07,77.0,18.0,5.0,R
2002-03-01,81.0,14.0,5.0,R
2002-03-02,81.0,14.0,5.0,R
2002-03-03,81.0,14.0,5.0,R
2002-02-08,82.0,14.0,4.0,R
2002-02-09,82.0,14.0,4.0,R
2002-02-10,82.0,14.0,4.0,R
2002-02-04,82.0,14.0,4.0,R
2002-02-05,82.0,14.0,4.0,R
2002-02-06,82.0,14.0,4.0,R
2002-01-25,84.0,13.0,3.0,R
2002-01-26,84.0,13.0,3.0,R
2002-01-27,84.0,13.0,3.0,R
2002-01-11,83.0,13.0,4.0,R
2002-01-12,83.0,13.0,4.0,R
2002-01-13,83.0,13.0,4.0,R
2002-01-14,83.0,13.0,4.0,R
2002-01-07,84.0,12.0,4.0,R
2002-01-08,84.0,12.0,4.0,R
2002-01-09,84.0,12.0,4.0,R
2001-12-14,86.0,11.0,3.0,R
2001-12-15,86.0,11.0,3.0,R
2001-12-16,86.0,11.0,3.0,R
2001-12-06,86.0,10.0,4.0,R
2001-12-07,86.0,10.0,4.0,R
2001-12-08,86.0,10.0,4.0,R
2001-12-09,86.0,10.0,4.0,R
2001-11-26,87.0,8.0,5.0,R
2001-11-27,87.0,8.0,5.0,R
2001-11-08,87.0,9.0,4.0,R
2001-11-09,87.0,9.0,4.0,R
2001-11-10,87.0,9.0,4.0,R
2001-11-11,87.0,9.0,4.0,R
2001-11-02,87.0,9.0,4.0,R
2001-11-03,87.0,9.0,4.0,R
2001-11-04,87.0,9.0,4.0,R
2001-10-19,88.0,9.0,3.0,R
2001-10-20,88.0,9.0,3.0,R
2001-10-21,88.0,9.0,3.0,R
2001-10-11,89.0,8.0,3.0,R
2001-10-12,89.0,8.0,3.0,R
2001-10-13,89.0,8.0,3.0,R
2001-10-14,89.0,8.0,3.0,R
2001-10-05,87.0,10.0,3.0,R
2001-10-06,87.0,10.0,3.0,R
2001-09-21,90.0,6.0,4.0,R
2001-09-22,90.0,6.0,4.0,R
2001-09-14,86.0,10.0,4.0,R
2001-09-15,86.0,10.0,4.0,R
2001-09-07,51.0,39.0,10.0,R
2001-09-08,51.0,39.0,10.0,R
2001-09-09,51.0,39.0,10.0,R
2001-09-10,51.0,39.0,10.0,R
2001-08-24,55.0,36.0,9.0,R
2001-08-25,55.0,36.0,9.0,R
2001-08-26,55.0,36.0,9.0,R
2001-08-16,57.0,34.0,9.0,R
2001-08-17,57.0,34.0,9.0,R
2001-08-18,57.0,34.0,9.0,R
2001-08-19,57.0,34.0,9.0,R
2001-08-10,57.0,35.0,8.0,R
2001-08-11,57.0,35.0,8.0,R
2001-08-12,57.0,35.0,8.0,R
2001-08-03,55.0,35.0,10.0,R
2001-08-04,55.0,35.0,10.0,R
2001-08-05,55.0,35.0,10.0,R
2001-07-19,56.0,33.0,11.0,R
2001-07-20,56.0,33.0,11.0,R
2001-07-21,56.0,33.0,11.0,R
2001-07-22,56.0,33.0,11.0,R
2001-07-10,57.0,35.0,8.0,R
2001-07-11,57.0,35.0,8.0,R
2001-06-28,52.0,34.0,14.0,R
2001-06-29,52.0,34.0,14.0,R
2001-06-30,52.0,34.0,14.0,R
2001-07-01,52.0,34.0,14.0,R
2001-06-11,55.0,33.0,12.0,R
2001-06-12,55.0,33.0,12.0,R
2001-06-13,55.0,33.0,12.0,R
2001-06-14,55.0,33.0,12.0,R
2001-06-15,55.0,33.0,12.0,R
2001-06-16,55.0,33.0,12.0,R
2001-06-17,55.0,33.0,12.0,R
2001-06-08,55.0,35.0,10.0,R
2001-06-09,55.0,35.0,10.0,R
2001-06-10,55.0,35.0,10.0,R
2001-05-18,56.0,36.0,8.0,R
2001-05-19,56.0,36.0,8.0,R
2001-05-20,56.0,36.0,8.0,R
2001-05-10,56.0,31.0,13.0,R
2001-05-11,56.0,31.0,13.0,R
2001-05-12,56.0,31.0,13.0,R
2001-05-13,56.0,31.0,13.0,R
2001-05-14,56.0,31.0,13.0,R
2001-05-07,53.0,33.0,14.0,R
2001-05-08,53.0,33.0,14.0,R
2001-05-09,53.0,33.0,14.0,R
2001-04-20,62.0,29.0,9.0,R
2001-04-21,62.0,29.0,9.0,R
2001-04-22,62.0,29.0,9.0,R
2001-04-06,59.0,30.0,11.0,R
2001-04-07,59.0,30.0,11.0,R
2001-04-08,59.0,30.0,11.0,R
2001-03-26,53.0,29.0,18.0,R
2001-03-27,53.0,29.0,18.0,R
2001-03-28,53.0,29.0,18.0,R
2001-03-09,58.0,29.0,13.0,R
2001-03-10,58.0,29.0,13.0,R
2001-03-11,58.0,29.0,13.0,R
2001-03-05,63.0,22.0,15.0,R
2001-03-06,63.0,22.0,15.0,R
2001-03-07,63.0,22.0,15.0,R
2001-02-19,62.0,21.0,17.0,R
2001-02-20,62.0,21.0,17.0,R
2001-02-21,62.0,21.0,17.0,R
2001-02-09,57.0,25.0,18.0,R
2001-02-10,57.0,25.0,18.0,R
2001-02-11,57.0,25.0,18.0,R
2001-02-01,57.0,25.0,18.0,R
2001-02-02,57.0,25.0,18.0,R
2001-02-03,57.0,25.0,18.0,R
2001-02-04,57.0,25.0,18.0,R
2017-01-16,59.0,37.0,4.0,D
2017-01-17,59.0,37.0,4.0,D
2017-01-18,59.0,37.0,4.0,D
2017-01-19,59.0,37.0,4.0,D
2017-01-09,57.0,39.0,4.0,D
2017-01-10,57.0,39.0,4.0,D
2017-01-11,57.0,39.0,4.0,D
2017-01-12,57.0,39.0,4.0,D
2017-01-13,57.0,39.0,4.0,D
2017-01-14,57.0,39.0,4.0,D
2017-01-15,57.0,39.0,4.0,D
2017-01-02,55.0,42.0,3.0,D
2017-01-03,55.0,42.0,3.0,D
2017-01-04,55.0,42.0,3.0,D
2017-01-05,55.0,42.0,3.0,D
2017-01-06,55.0,42.0,3.0,D
2017-01-07,55.0,42.0,3.0,D
2017-01-08,55.0,42.0,3.0,D
2016-12-26,55.0,40.0,5.0,D
2016-12-27,55.0,40.0,5.0,D
2016-12-28,55.0,40.0,5.0,D
2016-12-29,55.0,40.0,5.0,D
2016-12-30,55.0,40.0,5.0,D
2016-12-31,55.0,40.0,5.0,D
2017-01-01,55.0,40.0,5.0,D
2016-12-19,56.0,40.0,4.0,D
2016-12-20,56.0,40.0,4.0,D
2016-12-21,56.0,40.0,4.0,D
2016-12-22,56.0,40.0,4.0,D
2016-12-23,56.0,40.0,4.0,D
2016-12-24,56.0,40.0,4.0,D
2016-12-25,56.0,40.0,4.0,D
2016-12-12,56.0,40.0,4.0,D
2016-12-13,56.0,40.0,4.0,D
2016-12-14,56.0,40.0,4.0,D
2016-12-15,56.0,40.0,4.0,D
2016-12-16,56.0,40.0,4.0,D
2016-12-17,56.0,40.0,4.0,D
2016-12-18,56.0,40.0,4.0,D
2016-12-05,57.0,40.0,3.0,D
2016-12-06,57.0,40.0,3.0,D
2016-12-07,57.0,40.0,3.0,D
2016-12-08,57.0,40.0,3.0,D
2016-12-09,57.0,40.0,3.0,D
2016-12-10,57.0,40.0,3.0,D
2016-12-11,57.0,40.0,3.0,D
2016-11-28,54.0,43.0,3.0,D
2016-11-29,54.0,43.0,3.0,D
2016-11-30,54.0,43.0,3.0,D
2016-12-01,54.0,43.0,3.0,D
2016-12-02,54.0,43.0,3.0,D
2016-12-03,54.0,43.0,3.0,D
2016-12-04,54.0,43.0,3.0,D
2016-11-21,56.0,40.0,4.0,D
2016-11-22,56.0,40.0,4.0,D
2016-11-23,56.0,40.0,4.0,D
2016-11-24,56.0,40.0,4.0,D
2016-11-25,56.0,40.0,4.0,D
2016-11-26,56.0,40.0,4.0,D
2016-11-27,56.0,40.0,4.0,D
2016-11-14,56.0,41.0,3.0,D
2016-11-15,56.0,41.0,3.0,D
2016-11-16,56.0,41.0,3.0,D
2016-11-17,56.0,41.0,3.0,D
2016-11-18,56.0,41.0,3.0,D
2016-11-19,56.0,41.0,3.0,D
2016-11-20,56.0,41.0,3.0,D
2016-11-07,57.0,41.0,2.0,D
2016-11-08,57.0,41.0,2.0,D
2016-11-09,57.0,41.0,2.0,D
2016-11-10,57.0,41.0,2.0,D
2016-11-11,57.0,41.0,2.0,D
2016-11-12,57.0,41.0,2.0,D
2016-11-13,57.0,41.0,2.0,D
2016-10-31,53.0,45.0,2.0,D
2016-11-01,53.0,45.0,2.0,D
2016-11-02,53.0,45.0,2.0,D
2016-11-03,53.0,45.0,2.0,D
2016-11-04,53.0,45.0,2.0,D
2016-11-05,53.0,45.0,2.0,D
2016-11-06,53.0,45.0,2.0,D
2016-10-24,54.0,44.0,2.0,D
2016-10-25,54.0,44.0,2.0,D
2016-10-26,54.0,44.0,2.0,D
2016-10-27,54.0,44.0,2.0,D
2016-10-28,54.0,44.0,2.0,D
2016-10-29,54.0,44.0,2.0,D
2016-10-30,54.0,44.0,2.0,D
2016-10-17,55.0,42.0,3.0,D
2016-10-18,55.0,42.0,3.0,D
2016-10-19,55.0,42.0,3.0,D
2016-10-20,55.0,42.0,3.0,D
2016-10-21,55.0,42.0,3.0,D
2016-10-22,55.0,42.0,3.0,D
2016-10-23,55.0,42.0,3.0,D
2016-10-10,54.0,43.0,3.0,D
2016-10-11,54.0,43.0,3.0,D
2016-10-12,54.0,43.0,3.0,D
2016-10-13,54.0,43.0,3.0,D
2016-10-14,54.0,43.0,3.0,D
2016-10-15,54.0,43.0,3.0,D
2016-10-16,54.0,43.0,3.0,D
2016-10-03,52.0,45.0,3.0,D
2016-10-04,52.0,45.0,3.0,D
2016-10-05,52.0,45.0,3.0,D
2016-10-06,52.0,45.0,3.0,D
2016-10-07,52.0,45.0,3.0,D
2016-10-08,52.0,45.0,3.0,D
2016-10-09,52.0,45.0,3.0,D
2016-09-26,53.0,44.0,3.0,D
2016-09-27,53.0,44.0,3.0,D
2016-09-28,53.0,44.0,3.0,D
2016-09-29,53.0,44.0,3.0,D
2016-09-30,53.0,44.0,3.0,D
2016-10-01,53.0,44.0,3.0,D
2016-10-02,53.0,44.0,3.0,D
2016-09-19,53.0,43.0,4.0,D
2016-09-20,53.0,43.0,4.0,D
2016-09-21,53.0,43.0,4.0,D
2016-09-22,53.0,43.0,4.0,D
2016-09-23,53.0,43.0,4.0,D
2016-09-24,53.0,43.0,4.0,D
2016-09-25,53.0,43.0,4.0,D
2016-09-12,52.0,44.0,4.0,D
2016-09-13,52.0,44.0,4.0,D
2016-09-14,52.0,44.0,4.0,D
2016-09-15,52.0,44.0,4.0,D
2016-09-16,52.0,44.0,4.0,D
2016-09-17,52.0,44.0,4.0,D
2016-09-18,52.0,44.0,4.0,D
2016-09-05,51.0,45.0,4.0,D
2016-09-06,51.0,45.0,4.0,D
2016-09-07,51.0,45.0,4.0,D
2016-09-08,51.0,45.0,4.0,D
2016-09-09,51.0,45.0,4.0,D
2016-09-10,51.0,45.0,4.0,D
2016-09-11,51.0,45.0,4.0,D
2016-08-29,52.0,44.0,4.0,D
2016-08-30,52.0,44.0,4.0,D
2016-08-31,52.0,44.0,4.0,D
2016-09-01,52.0,44.0,4.0,D
2016-09-02,52.0,44.0,4.0,D
2016-09-03,52.0,44.0,4.0,D
2016-09-04,52.0,44.0,4.0,D
2016-08-22,51.0,45.0,4.0,D
2016-08-23,51.0,45.0,4.0,D
2016-08-24,51.0,45.0,4.0,D
2016-08-25,51.0,45.0,4.0,D
2016-08-26,51.0,45.0,4.0,D
2016-08-27,51.0,45.0,4.0,D
2016-08-28,51.0,45.0,4.0,D
2016-08-15,51.0,44.0,5.0,D
2016-08-16,51.0,44.0,5.0,D
2016-08-17,51.0,44.0,5.0,D
2016-08-18,51.0,44.0,5.0,D
2016-08-19,51.0,44.0,5.0,D
2016-08-20,51.0,44.0,5.0,D
2016-08-21,51.0,44.0,5.0,D
2016-08-08,52.0,44.0,4.0,D
2016-08-09,52.0,44.0,4.0,D
2016-08-10,52.0,44.0,4.0,D
2016-08-11,52.0,44.0,4.0,D
2016-08-12,52.0,44.0,4.0,D
2016-08-13,52.0,44.0,4.0,D
2016-08-14,52.0,44.0,4.0,D
2016-08-01,52.0,45.0,3.0,D
2016-08-02,52.0,45.0,3.0,D
2016-08-03,52.0,45.0,3.0,D
2016-08-04,52.0,45.0,3.0,D
2016-08-05,52.0,45.0,3.0,D
2016-08-06,52.0,45.0,3.0,D
2016-08-07,52.0,45.0,3.0,D
2016-07-25,53.0,44.0,3.0,D
2016-07-26,53.0,44.0,3.0,D
2016-07-27,53.0,44.0,3.0,D
2016-07-28,53.0,44.0,3.0,D
2016-07-29,53.0,44.0,3.0,D
2016-07-30,53.0,44.0,3.0,D
2016-07-31,53.0,44.0,3.0,D
2016-07-18,49.0,47.0,4.0,D
2016-07-19,49.0,47.0,4.0,D
2016-07-20,49.0,47.0,4.0,D
2016-07-21,49.0,47.0,4.0,D
2016-07-22,49.0,47.0,4.0,D
2016-07-23,49.0,47.0,4.0,D
2016-07-24,49.0,47.0,4.0,D
2016-07-11,49.0,46.0,5.0,D
2016-07-12,49.0,46.0,5.0,D
2016-07-13,49.0,46.0,5.0,D
2016-07-14,49.0,46.0,5.0,D
2016-07-15,49.0,46.0,5.0,D
2016-07-16,49.0,46.0,5.0,D
2016-07-17,49.0,46.0,5.0,D
2016-07-04,51.0,45.0,4.0,D
2016-07-05,51.0,45.0,4.0,D
2016-07-06,51.0,45.0,4.0,D
2016-07-07,51.0,45.0,4.0,D
2016-07-08,51.0,45.0,4.0,D
2016-07-09,51.0,45.0,4.0,D
2016-07-10,51.0,45.0,4.0,D
2016-06-27,51.0,45.0,4.0,D
2016-06-28,51.0,45.0,4.0,D
2016-06-29,51.0,45.0,4.0,D
2016-06-30,51.0,45.0,4.0,D
2016-07-01,51.0,45.0,4.0,D
2016-07-02,51.0,45.0,4.0,D
2016-07-03,51.0,45.0,4.0,D
2016-06-20,50.0,46.0,4.0,D
2016-06-21,50.0,46.0,4.0,D
2016-06-22,50.0,46.0,4.0,D
2016-06-23,50.0,46.0,4.0,D
2016-06-24,50.0,46.0,4.0,D
2016-06-25,50.0,46.0,4.0,D
2016-06-26,50.0,46.0,4.0,D
2016-06-13,53.0,44.0,3.0,D
2016-06-14,53.0,44.0,3.0,D
2016-06-15,53.0,44.0,3.0,D
2016-06-16,53.0,44.0,3.0,D
2016-06-17,53.0,44.0,3.0,D
2016-06-18,53.0,44.0,3.0,D
2016-06-19,53.0,44.0,3.0,D
2016-06-06,53.0,43.0,4.0,D
2016-06-07,53.0,43.0,4.0,D
2016-06-08,53.0,43.0,4.0,D
2016-06-09,53.0,43.0,4.0,D
2016-06-10,53.0,43.0,4.0,D
2016-06-11,53.0,43.0,4.0,D
2016-06-12,53.0,43.0,4.0,D
2016-05-30,51.0,44.0,5.0,D
2016-05-31,51.0,44.0,5.0,D
2016-06-01,51.0,44.0,5.0,D
2016-06-02,51.0,44.0,5.0,D
2016-06-03,51.0,44.0,5.0,D
2016-06-04,51.0,44.0,5.0,D
2016-06-05,51.0,44.0,5.0,D
2016-05-23,52.0,44.0,4.0,D
2016-05-24,52.0,44.0,4.0,D
2016-05-25,52.0,44.0,4.0,D
2016-05-26,52.0,44.0,4.0,D
2016-05-27,52.0,44.0,4.0,D
2016-05-28,52.0,44.0,4.0,D
2016-05-29,52.0,44.0,4.0,D
2016-05-16,51.0,45.0,4.0,D
2016-05-17,51.0,45.0,4.0,D
2016-05-18,51.0,45.0,4.0,D
2016-05-19,51.0,45.0,4.0,D
2016-05-20,51.0,45.0,4.0,D
2016-05-21,51.0,45.0,4.0,D
2016-05-22,51.0,45.0,4.0,D
2016-05-09,51.0,45.0,4.0,D
2016-05-10,51.0,45.0,4.0,D
2016-05-11,51.0,45.0,4.0,D
2016-05-12,51.0,45.0,4.0,D
2016-05-13,51.0,45.0,4.0,D
2016-05-14,51.0,45.0,4.0,D
2016-05-15,51.0,45.0,4.0,D
2016-05-02,52.0,44.0,4.0,D
2016-05-03,52.0,44.0,4.0,D
2016-05-04,52.0,44.0,4.0,D
2016-05-05,52.0,44.0,4.0,D
2016-05-06,52.0,44.0,4.0,D
2016-05-07,52.0,44.0,4.0,D
2016-05-08,52.0,44.0,4.0,D
2016-04-25,51.0,46.0,3.0,D
2016-04-26,51.0,46.0,3.0,D
2016-04-27,51.0,46.0,3.0,D
2016-04-28,51.0,46.0,3.0,D
2016-04-29,51.0,46.0,3.0,D
2016-04-30,51.0,46.0,3.0,D
2016-05-01,51.0,46.0,3.0,D
2016-04-18,51.0,45.0,4.0,D
2016-04-19,51.0,45.0,4.0,D
2016-04-20,51.0,45.0,4.0,D
2016-04-21,51.0,45.0,4.0,D
2016-04-22,51.0,45.0,4.0,D
2016-04-23,51.0,45.0,4.0,D
2016-04-24,51.0,45.0,4.0,D
2016-04-11,48.0,47.0,5.0,D
2016-04-12,48.0,47.0,5.0,D
2016-04-13,48.0,47.0,5.0,D
2016-04-14,48.0,47.0,5.0,D
2016-04-15,48.0,47.0,5.0,D
2016-04-16,48.0,47.0,5.0,D
2016-04-17,48.0,47.0,5.0,D
2016-04-04,51.0,45.0,4.0,D
2016-04-05,51.0,45.0,4.0,D
2016-04-06,51.0,45.0,4.0,D
2016-04-07,51.0,45.0,4.0,D
2016-04-08,51.0,45.0,4.0,D
2016-04-09,51.0,45.0,4.0,D
2016-04-10,51.0,45.0,4.0,D
2016-03-28,51.0,45.0,4.0,D
2016-03-29,51.0,45.0,4.0,D
2016-03-30,51.0,45.0,4.0,D
2016-03-31,51.0,45.0,4.0,D
2016-04-01,51.0,45.0,4.0,D
2016-04-02,51.0,45.0,4.0,D
2016-04-03,51.0,45.0,4.0,D
2016-03-21,53.0,44.0,3.0,D
2016-03-22,53.0,44.0,3.0,D
2016-03-23,53.0,44.0,3.0,D
2016-03-24,53.0,44.0,3.0,D
2016-03-25,53.0,44.0,3.0,D
2016-03-26,53.0,44.0,3.0,D
2016-03-27,53.0,44.0,3.0,D
2016-03-14,50.0,46.0,4.0,D
2016-03-15,50.0,46.0,4.0,D
2016-03-16,50.0,46.0,4.0,D
2016-03-17,50.0,46.0,4.0,D
2016-03-18,50.0,46.0,4.0,D
2016-03-19,50.0,46.0,4.0,D
2016-03-20,50.0,46.0,4.0,D
2016-03-07,51.0,45.0,4.0,D
2016-03-08,51.0,45.0,4.0,D
2016-03-09,51.0,45.0,4.0,D
2016-03-10,51.0,45.0,4.0,D
2016-03-11,51.0,45.0,4.0,D
2016-03-12,51.0,45.0,4.0,D
2016-03-13,51.0,45.0,4.0,D
2016-02-29,50.0,46.0,4.0,D
2016-03-01,50.0,46.0,4.0,D
2016-03-02,50.0,46.0,4.0,D
2016-03-03,50.0,46.0,4.0,D
2016-03-04,50.0,46.0,4.0,D
2016-03-05,50.0,46.0,4.0,D
2016-03-06,50.0,46.0,4.0,D
2016-02-22,48.0,47.0,5.0,D
2016-02-23,48.0,47.0,5.0,D
2016-02-24,48.0,47.0,5.0,D
2016-02-25,48.0,47.0,5.0,D
2016-02-26,48.0,47.0,5.0,D
2016-02-27,48.0,47.0,5.0,D
2016-02-28,48.0,47.0,5.0,D
2016-02-15,48.0,48.0,4.0,D
2016-02-16,48.0,48.0,4.0,D
2016-02-17,48.0,48.0,4.0,D
2016-02-18,48.0,48.0,4.0,D
2016-02-19,48.0,48.0,4.0,D
2016-02-20,48.0,48.0,4.0,D
2016-02-21,48.0,48.0,4.0,D
2016-02-08,48.0,48.0,4.0,D
2016-02-09,48.0,48.0,4.0,D
2016-02-10,48.0,48.0,4.0,D
2016-02-11,48.0,48.0,4.0,D
2016-02-12,48.0,48.0,4.0,D
2016-02-13,48.0,48.0,4.0,D
2016-02-14,48.0,48.0,4.0,D
2016-02-01,47.0,50.0,3.0,D
2016-02-02,47.0,50.0,3.0,D
2016-02-03,47.0,50.0,3.0,D
2016-02-04,47.0,50.0,3.0,D
2016-02-05,47.0,50.0,3.0,D
2016-02-06,47.0,50.0,3.0,D
2016-02-07,47.0,50.0,3.0,D
2016-01-25,48.0,48.0,4.0,D
2016-01-26,48.0,48.0,4.0,D
2016-01-27,48.0,48.0,4.0,D
2016-01-28,48.0,48.0,4.0,D
2016-01-29,48.0,48.0,4.0,D
2016-01-30,48.0,48.0,4.0,D
2016-01-31,48.0,48.0,4.0,D
2016-01-18,48.0,47.0,5.0,D
2016-01-19,48.0,47.0,5.0,D
2016-01-20,48.0,47.0,5.0,D
2016-01-21,48.0,47.0,5.0,D
2016-01-22,48.0,47.0,5.0,D
2016-01-23,48.0,47.0,5.0,D
2016-01-24,48.0,47.0,5.0,D
2016-01-11,48.0,47.0,5.0,D
2016-01-12,48.0,47.0,5.0,D
2016-01-13,48.0,47.0,5.0,D
2016-01-14,48.0,47.0,5.0,D
2016-01-15,48.0,47.0,5.0,D
2016-01-16,48.0,47.0,5.0,D
2016-01-17,48.0,47.0,5.0,D
2016-01-04,47.0,49.0,4.0,D
2016-01-05,47.0,49.0,4.0,D
2016-01-06,47.0,49.0,4.0,D
2016-01-07,47.0,49.0,4.0,D
2016-01-08,47.0,49.0,4.0,D
2016-01-09,47.0,49.0,4.0,D
2016-01-10,47.0,49.0,4.0,D
2015-12-28,45.0,52.0,3.0,D
2015-12-29,45.0,52.0,3.0,D
2015-12-30,45.0,52.0,3.0,D
2015-12-31,45.0,52.0,3.0,D
2016-01-01,45.0,52.0,3.0,D
2016-01-02,45.0,52.0,3.0,D
2016-01-03,45.0,52.0,3.0,D
2015-12-21,48.0,49.0,3.0,D
2015-12-22,48.0,49.0,3.0,D
2015-12-23,48.0,49.0,3.0,D
2015-12-24,48.0,49.0,3.0,D
2015-12-25,48.0,49.0,3.0,D
2015-12-26,48.0,49.0,3.0,D
2015-12-27,48.0,49.0,3.0,D
2015-12-14,45.0,51.0,4.0,D
2015-12-15,45.0,51.0,4.0,D
2015-12-16,45.0,51.0,4.0,D
2015-12-17,45.0,51.0,4.0,D
2015-12-18,45.0,51.0,4.0,D
2015-12-19,45.0,51.0,4.0,D
2015-12-20,45.0,51.0,4.0,D
2015-12-07,45.0,50.0,5.0,D
2015-12-08,45.0,50.0,5.0,D
2015-12-09,45.0,50.0,5.0,D
